claim_id,policy_id,age,gender,marital_status,occupation,policy_tenure_months,policy_annual_premium,policy_coverage_type,policy_deductible,vehicle_age,vehicle_value,vehicle_category,claim_amount,incident_type,incident_severity,incident_location,police_report_filed,witness_count,photos_provided,tow_service_used,incident_hour,incident_day_of_week,claim_report_delay_hours,number_of_previous_claims,months_since_last_claim,total_claim_amount_history,bodily_injury_claim,injury_severity_score,repair_shop_type,repair_estimate_provided,fraud_probability,is_fraud
CLM0008327,POL003248,39,F,Widowed,Student,7,1797.168737991599,Basic,1000,2,29726.45774975261,Truck,10127.408600848257,Fire,Moderate,Suburban,0,1,1,1,14,2,8.373720531460108,2,14.581561320975219,2468.018787580758,1,4,Unknown,1,0.575786538062309,0
CLM0008328,POL002593,24,F,Married,Skilled,7,552.0305843440894,Comprehensive,500,4,39172.92188400481,Sedan,10897.847244836117,Collision,Moderate,Urban,1,1,1,0,14,4,16.020388285652913,0,1.2459677411460919,18728.641283623085,0,2,Independent,1,0.3286106975136075,0
CLM0008329,POL001491,23,F,Single,Student,38,552.3114082441986,Basic,250,1,46413.941448921476,Sedan,2056.8344030524077,Collision,Minor,Urban,1,3,1,1,9,0,9.259573087115331,1,16.76676088845433,12702.296106360973,1,1,Independent,1,0.04493268290178773,0
CLM0008330,POL001225,43,M,Widowed,Student,11,404.14437298211396,Comprehensive,500,3,21187.696367445205,Sedan,6281.825215458092,Hit and Run,Minor,Urban,1,1,0,0,8,2,11.803688158477895,0,35.09197546873946,2313.1433522406505,1,7,Unknown,1,0.3938655373639661,0
CLM0008331,POL002588,49,M,Single,Professional,49,966.4679178259923,Standard,2500,10,3777.6698630331284,Sedan,2185.853262087952,Collision,Moderate,Suburban,1,1,0,0,5,1,0.450386325293923,1,10.038393339074133,15593.77881247341,0,2,Independent,0,0.5050138235664677,0
CLM0008332,POL003065,23,F,Married,Skilled,24,861.4592142114193,Premium,250,0,15793.454696468641,SUV,7238.964190668336,Fire,Major,Suburban,1,3,1,0,18,3,0.7807956888497788,2,16.11852076602078,14957.486793147555,0,6,Authorized,1,0.48357245106473595,0
CLM0008333,POL000833,49,M,Married,Professional,11,715.2650031591508,Comprehensive,2500,0,11545.335752866185,Sedan,11088.319405356826,Collision,Moderate,Highway,1,1,0,1,16,4,19.104112996913813,1,34.982276777808735,2046.3280624997976,0,5,Independent,1,0.4837073763258307,0
CLM0008334,POL004693,57,M,Divorced,Retired,5,410.2928006101471,Comprehensive,2500,0,19048.45154239237,SUV,4141.449446404268,Theft,Minor,Urban,0,0,1,0,22,3,2.141107594603693,0,19.68490118642657,7072.06222657381,1,7,Authorized,1,0.6562163399585086,0
CLM0008335,POL002441,18,F,Married,Student,26,1742.9320221367857,Comprehensive,250,3,11070.844919783092,Sedan,5956.382946774877,Vandalism,Major,Highway,0,1,1,0,20,2,32.196778291488684,3,38.516218145189065,14041.135624512388,0,7,Independent,1,0.6189501123755058,0
CLM0008336,POL004796,67,M,Married,Professional,16,1085.5163431885474,Standard,500,9,24853.183961255596,SUV,9098.048752929008,Collision,Major,Rural,1,0,1,1,0,5,0.47935153058862756,1,104.83404031651676,14653.457877899167,0,3,Authorized,1,0.33926178993702055,0
CLM0008337,POL001647,53,M,Married,Retired,10,1244.4964806416958,Comprehensive,1000,0,16014.741421000512,Sedan,25733.0467062104,Theft,Moderate,Urban,0,0,1,0,1,1,10.199451065558984,0,24.499885826431786,3987.963218378581,0,0,Authorized,1,0.7211427397435708,1
CLM0008338,POL000441,57,F,Married,Business,2,1135.4239187957485,Comprehensive,250,0,24016.590199061866,Luxury,4759.054111125012,Hit and Run,Minor,Suburban,1,0,1,1,16,2,4.362114899722686,1,24.416193786453025,870.302128846908,1,7,Independent,1,0.26064712799289286,0
CLM0008339,POL001530,25,F,Single,Business,15,788.2460899156856,Comprehensive,1000,1,26705.01470090765,Truck,1804.5979946070856,Vandalism,Minor,Suburban,1,1,1,0,7,1,1.4675701732989697,3,12.888308980994026,12698.597191250323,0,0,Authorized,1,0.14281775151819592,0
CLM0008340,POL002966,54,F,Married,Skilled,9,2066.969232028291,Premium,250,3,31099.633348270327,Sedan,9842.198768877743,Hit and Run,Minor,Highway,0,2,1,0,8,3,13.531336482517274,0,15.744002036195827,1199.8542920230032,1,9,Authorized,1,0.08852059148518607,0
CLM0008341,POL002368,56,M,Married,Retired,25,1144.6403891688472,Comprehensive,250,12,29714.09754619934,Sedan,8923.33860190254,Theft,Major,Suburban,0,3,1,1,10,6,10.05268851490334,1,15.767407160082232,17057.573477313577,0,3,Unknown,0,0.911472174815444,1
CLM0008342,POL003287,31,F,Married,Retired,23,542.8992673405542,Premium,1000,2,26828.82993262772,Sedan,7016.135570222678,Collision,Moderate,Suburban,1,1,1,1,4,3,10.4818528546481,2,2.865474259248332,5282.874768142211,1,8,Authorized,0,0.46291179020400375,0
CLM0008343,POL004664,54,F,Married,Skilled,17,2155.6382393899476,Standard,500,4,26480.132327209558,Truck,8332.703395185277,Hit and Run,Moderate,Rural,0,1,1,1,16,3,56.01752669055459,1,2.990379535387764,7071.083559823148,1,9,Authorized,0,0.3137104828534256,0
CLM0008344,POL004332,39,M,Married,Business,2,865.4377379532924,Standard,500,0,15851.33750348279,Truck,18839.42722001406,Theft,Moderate,Urban,1,0,0,1,21,4,19.862286701463184,3,23.333590925523374,7813.114695538183,0,9,Independent,1,1.0,1
CLM0008345,POL001305,32,M,Married,Business,16,491.93988439900994,Standard,500,1,23631.56071125098,Sedan,5950.128484965288,Collision,Minor,Rural,1,2,1,0,18,0,10.341344785568452,1,35.35898290967203,16369.0983934009,1,5,Independent,1,0.26114753389833767,0
CLM0008346,POL003035,38,F,Married,Business,44,551.635043177361,Premium,1000,0,21301.42394576733,SUV,16395.9851216603,Hit and Run,Minor,Rural,1,0,1,0,16,4,1.3006949855221184,1,28.65503093710868,20498.2729792509,0,9,Independent,1,0.5881659221138871,0
CLM0008347,POL003689,44,F,Divorced,Professional,12,658.8850972745655,Comprehensive,250,0,39352.98964610409,Sedan,2403.0140975964828,Collision,Moderate,Suburban,1,1,1,1,7,2,3.74478439102599,2,6.169906649584432,14591.833466997627,1,6,Authorized,1,0.09491166149119999,0
CLM0008348,POL003974,37,M,Married,Skilled,11,655.2727014303276,Standard,250,1,33245.9274919221,Sports,17040.899411732786,Fire,Major,Suburban,0,0,0,0,0,4,52.75904133672212,2,10.699023745813816,2874.7580316807216,0,5,Unknown,0,1.0,1
CLM0008349,POL001186,29,M,Married,Skilled,31,951.8618832441408,Comprehensive,2500,0,22279.519235768246,Truck,6097.536292667794,Vandalism,Total Loss,Urban,1,0,0,0,14,0,2.4288189145490926,3,28.993968678664835,10044.673741400757,0,4,Authorized,1,0.4933990024571506,0
CLM0008350,POL003263,48,M,Single,Student,12,1388.8699481659635,Comprehensive,2500,2,44474.09452440724,SUV,1950.098066011307,Theft,Major,Urban,1,2,1,1,13,6,12.089096234176015,1,27.36253653418224,13088.068242539439,0,4,Unknown,1,0.32709646705438133,0
CLM0008351,POL002108,50,F,Single,Professional,25,618.8001798483693,Premium,2500,0,19467.646431691475,Sedan,8521.1737439583,Natural Disaster,Major,Urban,1,4,1,0,17,3,5.989185422966593,2,17.48096779161237,20771.03585646884,0,7,Independent,1,0.2290385866736486,0
CLM0008352,POL001841,44,M,Married,Business,18,2179.629112595203,Standard,2500,5,14446.538205025685,Truck,17016.773975142434,Theft,Minor,Suburban,1,1,1,1,10,1,2.553927820684647,1,3.104455464132573,31465.37117646766,0,9,Independent,1,0.6368381241207505,0
CLM0008353,POL004321,18,F,Single,Professional,32,1093.66588720796,Premium,250,0,29933.546443684827,Sedan,5321.000260469964,Collision,Major,Rural,1,0,0,0,4,1,6.357696182054848,1,1.211827817991404,19693.982832392056,0,2,Authorized,1,0.3737370215365835,0
CLM0008354,POL002748,32,F,Widowed,Skilled,51,793.0822817988716,Standard,500,7,26703.245234395457,Sports,9364.972979568567,Collision,Moderate,Suburban,1,0,1,1,1,6,4.363243955835553,0,12.987253006231267,6275.870912483347,1,3,Authorized,1,0.4661876130726953,0
CLM0008355,POL004678,28,F,Divorced,Skilled,50,2518.991426484527,Comprehensive,2500,1,19289.61020985153,Luxury,8628.650778186526,Collision,Total Loss,Suburban,1,0,0,1,3,4,40.256892199772885,2,70.154574500132,3346.2698138936044,0,5,Independent,1,0.3204837368092278,0
CLM0008356,POL004265,69,M,Married,Business,15,1736.1941585265222,Comprehensive,250,5,30304.30238887662,SUV,3204.0552462727446,Vandalism,Moderate,Suburban,1,3,1,0,17,6,55.15076432641207,2,1.1669779158133455,5202.629342951193,1,0,Authorized,0,0.3065106122257376,0
CLM0008357,POL003134,43,M,Married,Business,32,300.0,Premium,1000,3,14185.942008029411,Luxury,13763.402077455317,Vandalism,Moderate,Highway,1,1,1,1,23,3,4.02522711250149,2,13.010932589842444,15111.33644275215,1,5,Authorized,0,0.7002476064467672,0
CLM0008358,POL003421,37,F,Married,Skilled,30,1252.272739825133,Standard,250,0,16627.991594115207,SUV,31294.072115926872,Collision,Moderate,Urban,0,0,0,0,2,2,0.3249485094364069,0,2.9433486467625007,9477.15438736078,1,5,Independent,1,0.8980014884543284,1
CLM0008359,POL001466,33,F,Married,Skilled,9,1787.4483805579366,Premium,2500,25,18534.25357206468,SUV,36031.72789478841,Theft,Moderate,Highway,0,0,1,1,6,4,12.091137798681764,0,3.1261084809635626,9015.431643986305,0,8,Unknown,1,0.7428695769755453,1
CLM0008360,POL004110,40,M,Married,Professional,17,398.83971501238915,Standard,250,4,13434.515502560938,Truck,11832.987371499901,Theft,Minor,Urban,1,2,1,0,6,6,1.3710874363238028,0,35.98163143801218,41002.58696226195,1,8,Authorized,1,0.7223714376266746,1
CLM0008361,POL002212,54,F,Single,Skilled,32,300.0,Comprehensive,500,7,22704.008606869247,Luxury,2758.411548422241,Hit and Run,Minor,Rural,1,2,0,0,21,0,0.6625854203295046,0,11.170868092966177,8600.448176279058,1,0,Authorized,1,0.2549799112396078,0
CLM0008362,POL002805,18,M,Divorced,Skilled,13,1133.366317172667,Standard,1000,13,11125.611730293276,Sedan,18355.04106063051,Theft,Moderate,Highway,1,3,0,0,9,5,1.6806612745013045,0,34.40971484849208,7954.114973936443,0,3,Authorized,1,0.6701567994126354,0
CLM0008363,POL001544,45,F,Married,Professional,12,514.7868202504328,Comprehensive,1000,1,6371.960127188304,SUV,13909.154544426323,Natural Disaster,Moderate,Urban,1,2,1,0,12,0,4.312103258178683,1,18.81737855588927,15125.936296125914,0,0,Independent,1,0.45461667545055356,0
CLM0008364,POL001690,33,M,Single,Professional,10,1270.1788050572845,Premium,1000,2,42321.04700348596,Luxury,13437.804780587849,Vandalism,Moderate,Highway,1,0,1,0,1,4,1.9031416679215827,1,16.79421698444881,4486.51931035793,0,8,Unknown,0,0.5248828082296062,0
CLM0008365,POL001572,48,F,Married,Professional,41,661.7869933082515,Comprehensive,250,0,34458.636797782994,Sedan,7825.180015030923,Vandalism,Moderate,Rural,1,1,1,1,19,1,5.557529336662914,1,6.587411706571128,8637.878566869422,0,3,Independent,1,0.31657848841465946,0
CLM0008366,POL004542,54,F,Married,Professional,23,1087.889465173138,Standard,2500,1,6377.525385177725,Sedan,7074.016051010728,Natural Disaster,Minor,Suburban,1,2,1,0,18,1,13.995382202131594,2,37.10011956822353,1671.4667404871386,0,4,Independent,1,0.4822145095505135,0
CLM0008367,POL003280,30,F,Single,Professional,45,300.0,Basic,1000,7,31359.51632789702,SUV,8075.987965481306,Collision,Moderate,Rural,1,0,1,0,6,1,13.547331071117698,0,8.919934970588812,23133.84428024923,0,4,Authorized,1,0.31573030918273326,0
CLM0008368,POL003542,20,M,Single,Business,31,1155.1397280314752,Basic,2500,10,22073.15457218911,Truck,4760.761188547111,Hit and Run,Moderate,Urban,1,2,1,1,15,0,4.785929377072836,1,55.129952742525035,20246.284311070067,0,4,Authorized,1,0.0411948428614945,0
CLM0008369,POL004812,37,M,Single,Business,5,521.2555540651646,Comprehensive,1000,0,62700.86193254639,Truck,9290.584950237117,Collision,Moderate,Highway,1,1,1,1,0,4,13.269627733957233,2,11.322569459574602,5626.51298057719,1,9,Authorized,1,0.3961691838864023,0
CLM0008370,POL003024,62,M,Divorced,Student,36,1335.0740355544851,Comprehensive,1000,4,19601.6305748528,Sports,5763.12324358693,Natural Disaster,Minor,Highway,1,1,1,1,11,1,28.891763116556156,1,19.065768406492275,2530.4456359141304,0,0,Unknown,1,0.24700603779295946,0
CLM0008371,POL000819,55,F,Single,Business,10,1833.3496051528052,Comprehensive,1000,0,37107.98089695023,Sedan,9205.730819297773,Natural Disaster,Minor,Highway,0,0,0,0,12,0,10.324280267858938,2,24.406820732286548,24509.011094246653,0,8,Independent,1,0.4527735729823745,0
CLM0008372,POL004522,35,F,Married,Business,23,1257.9734696134703,Comprehensive,1000,7,6405.213021410085,SUV,24958.247770869726,Hit and Run,Moderate,Highway,0,0,0,1,0,4,42.796505637966604,0,34.83552728909739,8468.630577640368,0,2,Unknown,1,0.7929885411291082,1
CLM0008373,POL001125,31,M,Single,Business,5,799.5983873823403,Premium,500,0,63549.82385999113,Sedan,17603.191323914478,Hit and Run,Minor,Urban,1,2,1,0,12,5,6.5232451280334445,1,6.403400389759202,6813.037480645803,1,9,Authorized,1,0.6231317665985697,0
CLM0008374,POL004946,33,M,Married,Retired,15,1564.1349335040693,Standard,2500,10,12417.016893484337,SUV,3748.3021031644653,Collision,Minor,Suburban,1,3,0,0,6,1,8.935722853663053,0,8.752908916325117,10322.552515665542,0,8,Independent,1,0.04425240011940331,0
CLM0008375,POL001130,21,M,Married,Skilled,26,1996.059770504032,Standard,250,1,14017.837541190544,Luxury,5601.897729776349,Collision,Moderate,Highway,1,3,0,1,21,6,2.612993483747524,1,21.9874212318622,12962.492790249722,0,3,Unknown,1,0.21192978663792084,0
CLM0008376,POL001703,54,F,Divorced,Skilled,55,940.587120884582,Standard,1000,12,32869.47371686958,Luxury,17561.95657340719,Hit and Run,Moderate,Urban,0,2,1,0,3,5,2.6156952034242256,1,4.1931382514044016,13531.817879279035,1,6,Authorized,0,0.690227133207101,0
CLM0008377,POL002002,57,M,Married,Skilled,40,1976.2978089330613,Premium,1000,2,60573.25238861549,Sports,14134.22262524159,Hit and Run,Minor,Suburban,1,0,1,0,10,1,0.5459051625551071,0,34.631975289830535,10985.22767886117,0,0,Authorized,1,0.3331013092698766,0
CLM0008378,POL003879,35,M,Married,Business,43,772.6195463346039,Premium,500,1,33225.26721213041,Luxury,11168.27891855001,Theft,Major,Suburban,0,1,0,1,10,5,6.956321730659111,1,120.0,8901.538370974831,0,7,Independent,1,0.7062403323724404,0
CLM0008379,POL004373,33,F,Married,Retired,30,833.5331172314883,Standard,2500,1,19452.93444279702,Sedan,21918.46268177821,Collision,Minor,Urban,1,0,1,0,3,2,0.951253401336146,1,10.337993840161007,12398.127116493948,0,8,Authorized,1,0.6689547903522827,0
CLM0008380,POL001807,30,M,Married,Professional,57,2549.010479495013,Standard,250,3,34206.003458443076,SUV,2988.4264859334617,Collision,Major,Urban,1,2,1,1,1,1,6.4174554007312885,3,82.56797846627035,14574.057243167324,0,3,Unknown,1,0.20675288489190954,0
CLM0008381,POL002948,34,M,Single,Skilled,17,1786.877093164035,Comprehensive,1000,5,16608.776163010178,Sedan,8070.217314603959,Collision,Moderate,Suburban,0,2,1,0,6,4,4.3102766295600565,1,5.248708891832779,3835.865140128131,1,8,Authorized,1,0.03991708095643041,0
CLM0008382,POL003210,30,M,Married,Professional,24,629.2774275222174,Basic,1000,2,14107.639163797357,Sedan,9033.78387072186,Natural Disaster,Moderate,Suburban,1,1,0,0,3,3,2.6261190149243423,0,1.9267374540926117,17851.994803314017,0,3,Authorized,1,0.581380905643137,0
CLM0008383,POL002153,39,M,Single,Student,78,604.148659526683,Standard,500,0,12943.474642966763,Truck,56729.48087372817,Theft,Total Loss,Urban,0,0,1,0,16,5,13.380934579894275,0,2.9805904474360156,3255.538992722251,0,1,Authorized,0,0.9436757663686958,1
CLM0008384,POL004642,54,M,Divorced,Professional,6,1237.1982142694487,Premium,250,3,23113.415264247167,Sedan,26371.839493595842,Collision,Moderate,Rural,0,0,1,1,22,0,1.6940589528130532,0,14.14860049477068,9065.210544244568,0,0,Authorized,0,0.652313818507084,0
CLM0008385,POL004206,52,F,Married,Skilled,16,923.2069770656285,Comprehensive,250,2,38812.25708759635,SUV,8656.670143683876,Natural Disaster,Moderate,Urban,0,2,1,0,2,2,11.108597458725606,2,27.681856375324458,2033.3601933569357,1,1,Independent,0,0.3998294292206055,0
CLM0008386,POL000545,28,M,Married,Professional,19,2135.604707663379,Standard,250,4,6571.172282310845,Luxury,7735.793343301069,Fire,Moderate,Urban,1,3,1,1,16,2,9.73695293236851,1,41.62158600956211,13962.12759602991,0,6,Independent,1,0.5138993512407652,0
CLM0008387,POL002402,44,M,Married,Skilled,19,3225.9802694512223,Standard,1000,2,65681.97345701765,Sedan,2640.1237672552743,Collision,Minor,Urban,1,2,1,0,0,3,8.057723579178417,2,1.9600736809618158,20393.031316638964,0,3,Authorized,0,0.20005120476583932,0
CLM0008388,POL004839,52,M,Married,Business,13,2036.5448787318624,Basic,1000,2,40981.096113169006,Sedan,11620.865804491068,Collision,Moderate,Urban,0,1,1,1,23,3,74.3025763517461,2,96.42921302145007,1486.2665672900716,0,2,Unknown,1,0.616514240000744,0
CLM0008389,POL002365,26,M,Married,Retired,17,748.2260874750211,Comprehensive,250,4,26821.352862149237,SUV,7428.7820237074275,Theft,Minor,Rural,1,0,1,0,4,3,0.6883726044535251,3,7.649946262039885,16496.284599834158,0,2,Independent,1,0.5055055409424032,0
CLM0008390,POL001290,44,F,Married,Professional,42,1490.3324807710078,Basic,500,0,10256.85756864095,Sedan,12423.414615651516,Theft,Minor,Rural,1,1,1,1,14,5,22.46311790758743,1,30.53911274960562,20921.519754102454,1,8,Independent,1,0.6827945317714582,0
CLM0008391,POL003766,61,M,Single,Skilled,30,1138.5799571470295,Standard,1000,1,30190.651626396382,Truck,11433.055272148658,Natural Disaster,Moderate,Highway,0,2,0,0,13,6,14.997723601641528,1,19.159286570995008,3162.2724612762677,1,9,Independent,0,0.4104550062841733,0
CLM0008392,POL001876,38,F,Single,Skilled,60,1821.019616340022,Premium,2500,1,12777.430545298412,Truck,16644.429148199106,Vandalism,Minor,Urban,0,2,1,1,9,5,4.811790156042448,3,13.651492263925972,22930.430980146626,0,1,Authorized,1,0.4695745630929723,0
CLM0008393,POL004429,18,M,Single,Student,20,1008.653854577228,Comprehensive,2500,2,21739.629376853056,Truck,6246.708249958956,Collision,Minor,Suburban,0,1,0,0,16,5,6.570349555957407,1,3.5549365569764033,9432.301885199644,0,8,Independent,0,0.33480040017196444,0
CLM0008394,POL004688,18,M,Single,Student,30,642.2246679032467,Standard,1000,1,23650.493894581945,SUV,6579.7583809406415,Collision,Major,Suburban,1,1,1,0,3,3,4.914858722318994,0,14.000306940513198,9491.58803010448,1,8,Authorized,1,0.3782947816014489,0
CLM0008395,POL000783,46,M,Divorced,Retired,16,922.9446879055043,Premium,250,5,16640.459378232776,Truck,5248.944206190102,Fire,Moderate,Rural,1,1,0,0,21,4,1.065202063453889,0,22.119164001966247,1809.2888647218479,0,1,Authorized,1,0.44379386806314586,0
CLM0008396,POL000540,43,F,Married,Business,14,883.7206612865593,Standard,500,0,33242.4360345718,Sedan,11170.876275012897,Theft,Minor,Urban,0,0,1,0,21,0,32.76956420638248,0,31.990094553289072,9557.130685281058,0,1,Independent,1,0.4080039074082997,0
CLM0008397,POL002783,45,M,Single,Business,50,1510.1425898260861,Comprehensive,1000,1,25808.067432769494,Truck,11408.1514654296,Natural Disaster,Major,Suburban,0,3,1,1,22,4,4.142793887378704,0,18.82802399270092,5804.6476396881035,1,8,Authorized,0,0.6908273424255506,0
CLM0008398,POL002669,49,M,Single,Business,30,2048.21478314748,Standard,250,9,14053.981838455908,SUV,5986.002649352857,Collision,Moderate,Suburban,1,2,0,0,6,0,1.0846158240725579,1,0.666914389954502,2450.15084672588,0,2,Independent,1,0.05242144826455029,0
CLM0008399,POL004715,18,M,Married,Skilled,22,300.0,Standard,500,6,25310.957651662073,Sedan,11281.452408075904,Hit and Run,Moderate,Suburban,1,2,1,0,1,4,1.1903385601347363,0,16.720919370435034,17693.656282934346,0,2,Independent,0,0.43784732540097715,0
CLM0008400,POL003938,29,M,Married,Business,10,924.0217735675863,Standard,2500,17,26670.46552880001,Sedan,507.81707130869336,Collision,Moderate,Highway,0,0,1,0,2,4,10.356092820900964,1,2.8850271142395165,10234.336863130438,0,0,Independent,1,0.16773674626017132,0
CLM0008401,POL002957,48,M,Married,Skilled,11,920.0849549913322,Comprehensive,250,1,17755.393421458757,Truck,2217.5509995148254,Fire,Minor,Urban,0,0,1,0,13,0,6.518530777783635,2,35.541081058994926,6630.482063916403,0,0,Authorized,1,0.19331106604614684,0
CLM0008402,POL003723,53,F,Married,Professional,1,730.6475051218525,Standard,500,1,35199.34188892604,Luxury,9115.630633007217,Collision,Moderate,Rural,1,1,1,0,4,4,1.3961568837655343,2,9.700690130321608,14212.870363014626,0,2,Authorized,1,0.43598740060659535,0
CLM0008403,POL003868,37,M,Divorced,Professional,37,347.2573000350592,Comprehensive,500,1,11858.87521013786,SUV,17537.74510379687,Collision,Minor,Highway,1,0,1,1,7,0,0.30061270776705296,2,21.999987747634236,19220.458090728804,0,3,Unknown,1,0.6237781151272449,0
CLM0008404,POL001834,19,F,Single,Skilled,47,1759.8462317901094,Comprehensive,2500,2,27983.934337209044,Sedan,5145.461398757861,Theft,Moderate,Urban,1,1,1,0,5,0,1.9806723333971863,0,3.074012659962418,5541.124236424999,0,1,Independent,1,0.28718206115199985,0
CLM0008405,POL002147,47,F,Married,Student,15,2260.9800009428386,Premium,2500,0,18348.925503418744,Sports,10768.37296655588,Hit and Run,Minor,Suburban,1,1,1,0,23,3,14.076141624459506,0,4.22659577087647,7026.952262759796,1,0,Independent,1,0.3971777318856674,0
CLM0008406,POL002171,42,F,Divorced,Student,15,443.3392818539941,Standard,2500,1,17042.1543828937,Sedan,5347.773120680177,Hit and Run,Minor,Highway,1,3,1,1,20,4,24.345319254124295,3,14.140551152696837,4919.197611779428,0,4,Authorized,0,0.3018455199119125,0
CLM0008407,POL003392,25,M,Single,Professional,78,1504.1148310131928,Standard,500,0,16013.920235713875,SUV,1964.476877539077,Hit and Run,Minor,Urban,1,1,1,1,18,1,11.349290223509819,0,3.523194634292418,2446.2395948088224,0,4,Authorized,1,0.00641610719812804,0
CLM0008408,POL001617,18,F,Married,Retired,34,1353.4658685338843,Premium,2500,17,27816.572205964836,Truck,6604.795267669382,Theft,Moderate,Rural,0,1,1,0,12,1,2.5676859268923575,0,8.252770584795394,15816.943980083119,0,0,Independent,1,0.20221575574805356,0
CLM0008409,POL004618,51,M,Single,Skilled,13,770.9942342273043,Standard,2500,25,38055.93637853935,SUV,13809.929848010383,Collision,Minor,Urban,0,0,0,0,8,5,5.870393065513662,2,30.106399051366715,5716.87731944404,0,0,Unknown,1,0.47934554740969043,0
CLM0008410,POL000917,32,F,Married,Skilled,19,2647.5488133313524,Comprehensive,250,12,32683.23612755545,Sedan,9881.491791117156,Collision,Major,Highway,1,1,0,0,22,5,26.930746685655137,1,0.6460728588772213,5471.025552373073,1,4,Authorized,1,0.18032321897122533,0
CLM0008411,POL004813,44,M,Single,Professional,17,2200.45762413911,Comprehensive,250,4,26714.470707171575,SUV,6299.504989819674,Collision,Moderate,Rural,1,3,1,1,13,6,32.41270286705378,3,3.4955509429286256,5886.361253369465,0,0,Unknown,1,0.16596644968269286,0
CLM0008412,POL002757,44,M,Divorced,Skilled,35,649.6181503990199,Comprehensive,250,0,7449.328132355837,Sedan,19623.77619794748,Theft,Minor,Suburban,0,0,0,0,19,1,6.951027137229493,1,25.612171673494384,12171.684398782736,1,4,Unknown,1,1.0,1
CLM0008413,POL001937,23,M,Divorced,Business,30,1403.5183216828495,Standard,500,12,8959.883617537276,Sedan,3653.535013403959,Collision,Total Loss,Highway,1,0,1,1,22,0,1.0612932601622904,1,0.47694348479519727,2014.4622858389728,0,1,Unknown,1,0.307294166766819,0
CLM0008414,POL004043,48,M,Divorced,Retired,24,2248.0437637435143,Standard,1000,3,9132.626177487773,Luxury,18582.4214826957,Collision,Total Loss,Suburban,1,1,1,0,23,6,8.700415422216178,2,14.198993617675143,11355.882959905939,0,0,Unknown,1,0.7924974259967122,1
CLM0008415,POL003092,28,M,Married,Skilled,12,1753.4004762416766,Premium,250,1,31812.601862535124,SUV,16800.823690586116,Hit and Run,Minor,Highway,1,2,1,0,9,2,0.8712320230884674,2,14.901131652920714,5963.675743906376,0,1,Authorized,1,0.5714946449608109,0
CLM0008416,POL004656,18,F,Widowed,Student,2,2138.5742119175666,Basic,1000,13,32328.865582857245,Luxury,5059.950306045688,Theft,Major,Suburban,0,1,1,0,9,5,15.747162579366744,1,0.3955040464228693,10750.613084820367,0,5,Independent,1,0.47099618681987965,0
CLM0008417,POL000969,18,M,Married,Skilled,14,1055.5886561544587,Standard,500,0,26660.515270214182,Sedan,8401.973733956329,Vandalism,Major,Suburban,1,0,1,0,2,1,3.628427575174306,3,17.62767966020878,4204.257038975181,1,1,Authorized,0,0.5755714183247348,0
CLM0008418,POL003365,41,F,Married,Professional,20,1128.091904561054,Comprehensive,250,17,37187.4058232995,Sedan,9098.591424928178,Collision,Minor,Suburban,1,1,1,0,16,2,32.86141164455229,0,14.289368177838327,3801.5468317396767,1,9,Independent,1,0.22085949029871865,0
CLM0008419,POL003204,67,M,Single,Skilled,2,856.6960685166073,Basic,250,2,27358.766039253594,Sports,4886.644757056778,Collision,Moderate,Rural,0,3,1,0,21,5,20.816282295252776,0,8.365392033150782,2606.703240819441,0,9,Unknown,1,0.43469914453193287,0
CLM0008420,POL000890,42,M,Married,Skilled,31,1661.24677484543,Standard,1000,23,47490.01269330055,Truck,11193.183237738804,Fire,Major,Urban,1,0,1,1,10,2,25.48961941055566,1,2.2145086121412145,2904.514033034315,0,6,Independent,1,0.4593407016272496,0
CLM0008421,POL000793,70,M,Married,Skilled,46,815.4926199465071,Premium,500,3,22534.389685107002,Truck,6529.687277681561,Natural Disaster,Minor,Urban,1,3,0,1,3,3,3.5917507808768905,1,56.942310514987796,16484.0080137867,0,8,Authorized,0,0.5178802248359408,0
CLM0008422,POL003459,65,M,Single,Business,8,1041.5157357532087,Comprehensive,250,1,35195.55229371118,SUV,13275.137222241086,Collision,Major,Urban,1,2,1,1,8,2,50.8883504223486,0,26.918537087988057,14056.62511877893,1,8,Authorized,1,0.3767987388570479,0
CLM0008423,POL000982,50,M,Married,Student,13,1636.4993215430104,Premium,2500,13,28099.24122768602,Sedan,10072.883956431726,Natural Disaster,Minor,Suburban,1,1,0,1,23,0,4.8319456025309035,2,15.804997163452253,3648.0997636403927,0,9,Authorized,1,0.3878953135781282,0
CLM0008424,POL003532,67,M,Widowed,Skilled,17,1685.4384535441702,Standard,1000,7,22546.410531361787,Sedan,13888.74440756562,Collision,Moderate,Suburban,0,0,1,1,8,3,0.27497862534760986,1,16.86969273842499,54095.09939514384,0,6,Independent,1,0.5142279713150212,0
CLM0008425,POL003530,65,M,Married,Professional,22,1880.665468875323,Comprehensive,500,25,25748.860778366783,Sedan,6232.26311586449,Hit and Run,Total Loss,Urban,0,2,1,1,0,4,1.084767805840126,2,17.85137280342165,1377.002582655376,0,7,Independent,1,0.46511475965758464,0
CLM0008426,POL000802,60,M,Married,Skilled,5,1719.0487144344042,Basic,250,4,17127.820136170263,Luxury,7138.871660375392,Collision,Moderate,Highway,1,2,1,0,15,2,25.759043556936977,2,40.30572995712368,9582.155464198637,0,0,Unknown,0,0.22586295802753154,0
